Name,Origin,Processing,Dry Fragrance,Wet Aroma,Brightness,Flavor,Body (Cupping),Finish,Sweetness,Clean Cup,Complexity,Uniformity,Floral,Honey,Sugars,Caramel,Fruits,Citrus,Berry,Cocoa,Nuts,Rustic,Spice,Body (Flavor),Total Score
Peru Oscar Segura Vasquez,South America,Wet Process,0.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,4.0,8.7,8.8,8.6,8.8,9.0,8.7,8.7,8.5,8.7,8.5,87.00000000000001
Peru San Francisco David Garcia,South America,Wet Process,0.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,4.0,8.6,8.7,8.5,8.8,8.9,8.6,8.6,8.5,8.7,8.3,86.19999999999999
Espresso Workshop #46 Hama-O-Rama,NA,Machine Washed,1.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0,2.0,5.0,8.7,8.7,8.8,9.3,9.3,8.7,8.7,8.5,9.0,9.0,88.7
Burundi Dry Process Kibingo,East Africa,Dry Process,0.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,8.3,8.4,8.2,8.9,9.0,8.7,8.7,8.0,9.0,8.3,85.5
Sweet Maria's Polar Expresso Holiday Blend,NA,Wet Process,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,1.0,1.0,5.0,8.7,8.8,8.8,9.0,9.3,9.2,8.7,8.3,9.2,8.5,88.5
Burundi Dry Process Murambi,East Africa,Dry Process,0.0,1.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,2.0,2.0,4.0,8.5,8.6,8.2,8.7,9.3,8.4,8.7,8.0,9.2,8.2,85.8
Burundi Gatare Masha,East Africa,Wet Process,2.0,3.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,9.2,9.4,8.7,9.4,8.8,9.3,9.0,8.7,9.5,8.5,90.5
Burundi Kabarore Commune Yandaro ,East Africa,Wet Process,0.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,8.7,8.8,8.7,8.8,8.3,8.6,8.6,8.0,8.9,8.0,85.4
Ethiopia Gera Genji Challa,East Africa,Wet Process,3.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,9.2,9.5,9.0,9.3,8.7,9.4,8.8,9.0,9.4,8.7,91.00000000000001
Burundi Kayanza Dusangirijambo Coop,East Africa,Wet Process,0.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,8.6,8.7,8.5,8.7,8.5,8.5,8.7,8.2,8.7,8.0,85.10000000000001
Burundi Kayanza Dusangirijambo Coop,East Africa,Wet Process,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,8.7,8.8,8.5,8.9,8.4,8.7,8.6,8.5,9.0,8.2,86.3
Burundi Kayanza Dusangirijambo Coop Lot #1810,East Africa,Wet Process,0.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,8.8,8.9,8.6,9.0,8.6,8.5,8.7,8.4,8.9,8.0,86.40000000000002
Burundi Kayanza Gahahe,East Africa,Wet Process,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,8.9,9.0,8.8,9.2,8.4,9.0,8.7,9.0,9.0,8.5,88.5
Burundi Kayanza Gakenke,East Africa,Wet Process,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0,3.0,3.0,8.7,8.9,8.8,8.8,9.1,8.0,8.6,7.9,8.9,8.3,86.00000000000001
Burundi Kazoza N'Ikawa Station,East Africa,Wet Process,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,8.7,8.8,8.8,9.0,8.5,8.6,8.7,8.5,8.9,8.0,86.5
Burundi Kazoza N'ikawa Station,East Africa,Wet Process,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,8.7,8.8,8.8,9.0,8.6,8.8,8.7,8.5,9.0,8.4,87.30000000000001
Burundi Kibumbu Kayokwe,East Africa,Wet Process,0.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,8.5,8.6,8.7,8.7,9.0,8.5,8.6,8.5,8.7,8.0,85.8
Burundi Kiganda Murambi Station,East Africa,Wet Process,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,8.8,9.0,8.5,9.0,8.7,8.2,8.7,7.9,9.2,8.0,86.00000000000001
Burundi Monge Murambi Hill,East Africa,Wet Process,0.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,8.7,8.8,8.4,8.7,8.8,8.6,8.6,8.4,8.8,8.0,85.8
Ethiopia Guji Hambela Dabaye,East Africa,Wet Process,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,9.0,9.3,8.9,9.1,9.5,8.8,9.3,8.5,9.0,8.5,89.9
Burundi Mutambu Colline Migoti,East Africa,Wet Process,0.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,8.7,8.8,8.8,8.8,8.8,8.7,8.7,8.5,8.8,8.5,87.10000000000001
Burundi Mutambu Rugembe Hill,East Africa,Wet Process,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,8.6,8.8,8.7,8.7,8.5,8.5,8.6,8.5,8.7,8.0,85.60000000000001
Burundi Rwiri Yagikawa Station,East Africa,Wet Process,0.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,4.0,8.7,8.7,8.6,8.8,8.9,8.7,8.7,8.8,8.8,8.3,86.99999999999999
Burundi Rwiri Yagikawa Station,East Africa,Wet Process,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,9.0,9.0,9.3,8.5,9.1,8.7,8.8,9.0,8.5,88.89999999999999
Burundi Yeast Fermentaion Yandaro,East Africa,Other Processes,0.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0,3.0,4.0,8.3,8.6,8.9,8.7,9.5,8.6,8.5,8.0,9.0,8.0,86.1
Ethiopia Agaro Duromina Coop Lot 17,East Africa,Wet Process,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,8.9,9.0,8.8,9.0,8.8,8.7,8.6,8.5,9.0,8.5,87.80000000000001
Ethiopia Agaro Genji Challa Lot 13,East Africa,Wet Process,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,8.9,8.8,9.4,8.8,9.0,8.8,8.5,9.2,8.5,88.9
Ethiopia Agaro Geta Bore,East Africa,Wet Process,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,8.5,8.8,8.4,8.7,8.9,8.2,8.7,7.8,9.1,8.5,85.6
Ethiopia Agaro Kedamai Cooperative,East Africa,Wet Process,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,8.8,9.0,8.8,9.3,8.0,8.7,8.6,8.9,9.0,9.0,88.10000000000001
Ethiopia Agaro Kenisa,East Africa,Wet Process,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,8.7,8.9,8.9,9.2,8.8,8.9,8.7,8.5,9.1,8.3,87.99999999999999
Kenya Nyeri Gachatha AB,East Africa,Wet Process,1.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,4.0,9.3,9.5,9.5,9.6,9.0,9.2,8.9,8.4,9.7,9.0,92.10000000000001
Ethiopia Agaro Nano Challa Lot 10,East Africa,Wet Process,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,9.0,9.3,8.8,9.3,9.0,8.7,8.8,8.2,9.4,8.5,89.00000000000001
Ethiopia Agaro Sadi Loya Coop,East Africa,Wet Process,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,8.7,8.7,8.6,8.8,8.9,8.6,8.7,8.5,8.7,8.5,86.7
Ethiopia Agaro Tuma Tesso,East Africa,Wet Process,2.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.6,8.8,9.0,9.1,8.2,8.9,8.6,8.7,9.1,8.5,87.5
Ethiopia Bensa Asefa Qonqana,East Africa,Wet Process,4.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,9.7,9.8,9.0,9.7,8.3,9.7,9.0,9.2,9.7,8.5,92.60000000000001
